idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	dmb	dsu01	deh	drgn2	ddi	dlg_s	drgur	drgmd	drgru	les	loc	loopcount_pens	lnu	lhw_a	lhwpv_a	liwmy02_a	liwmy_a	lcb_a	liwft_s	lhw	lindi	lunmy_s	lunmy	liwmy_s	liwwh	lcs	lfs	lhwpv_h	liwmy	liwwh72_h	ypr	yemmy	yem_a	ydses_o	yptmp	yempv_a	ymwdt	ysepv_a	yprrt	yse	yemxm_s	yem	ysemy	yiy	yot	ypt	ypp	yempv_s	yivwg	ysv	pdi	poaot	poanc_s	pdinc	pdicm	pdi00	pdiot	poa00	psuwd00	poacm	poanc	poa	psuwdcm	psuot	psu	poanc00_s	poancna_s	poancrg_s	poacm_s	psuwdcm_s	bhl	bchbamtrg_s	bchbaucna_s	bchbarg_s	bchbaucrg_s	bchlgmtrg_s	bchlgrg_s	bchlgucrg_s	bchmtrg_s	bchrg_s	bchucrg_s	bma	bunct_s	bunnc_s	bunmt_s	bunctpc	bunot	bunotmy	bchbaucna02_s	bunct02_s	bhlot	bhl00	bmact_s	bpact_s	bmanc_s	bsa	bsa_s	bsarg_s	bunct	bunctmy	bunctmy_s	bunnc	bunncmy	bed	bunncmy_s	bch00_s	bchdi_s	bchbamtna_s	bch	bch00	bchdi	bchot	bfa	bho	bun	xs01111	xs01112	xs01113	xs01114	xs01115	xs01116	xs01121	xs01122	xs01123	xs01124	xs01125	xs01126	xs01127	xs01131	xs01132	xs01133	xs01134	xs01141	xs01142	xs01143	xs01144	xs01145	xs01146	xs01147	xs01151	xs01152	xs01153	xs01154	xs01155	xs01161	xs01162	xs01163	xs01164	xs01165	xs01166	xs01167	xs01168	xs01169	xs01171	xs01172	xs01173	xs01174	xs01175	xs01176	xs01177	xs01178	xs01181	xs01182	xs01183	xs01184	xs01185	xs01186	xs01191	xs01192	xs01193	xs01194	xs01211	xs01212	xs01213	xs01221	xs01222	xs01223	xs01224	xs02111	xs02121	xs02122	xs02131	xs02211	xs02212	xs02213	xs03111	xs03121	xs03122	xs03123	xs03131	xs03141	xs03211	xs03212	xs03213	xs03221	xs04111	xs04121	xs04311	xs04321	xs04411	xs04421	xs04431	xs04441	xs04511	xs04521	xs04522	xs04531	xs04541	xs04551	xs05111	xs05121	xs05131	xs05211	xs05311	xs05312	xs05313	xs05314	xs05315	xs05316	xs05317	xs05321	xs05331	xs05411	xs05412	xs05413	xs05414	xs05511	xs05521	xs05611	xs05612	xs05621	xs05622	xs06111	xs06121	xs06131	xs06211	xs06221	xs06231	xs06232	xs06233	xs06311	xs07111	xs07112	xs07121	xs07131	xs07141	xs07211	xs07221	xs07231	xs07241	xs07311	xs07321	xs07331	xs07341	xs07351	xs07361	xs08111	xs08211	xs08311	xs09111	xs09112	xs09121	xs09122	xs09131	xs09141	xs09151	xs09211	xs09221	xs09222	xs09231	xs09311	xs09321	xs09331	xs09341	xs09351	xs09411	xs09421	xs09422	xs09423	xs09424	xs09511	xs09521	xs09531	xs09541	xs09611	xs10111	xs10211	xs10311	xs10411	xs10511	xs11111	xs11112	xs11121	xs11211	xs12111	xs12121	xs12131	xs12311	xs12321	xs12322	xs12411	xs12412	xs12521	xs12531	xs12541	xs12551	xs12621	xs12711	xcc	xhcmo	xmp	xpp	xhcmomi	xhcmomc	xhcrt	xed00	xhc	xhcot	xhl00	tpr	tintcbarg_s	tintcccrg_s	tintcchrg_s	tintcdbrg_s	tintcdprg_s	tintceerg_s	tintcfarg_s	tintchkrg_s	tintclgrg_s	tintclprg_s	tintcoarg_s	tintcrg_s	tintcrtrg_s	tintcwmrg_s	tintrchlp_s	tintrchlg_s	twl	tintrch	tsceemy_s	tsctbee_s	tsceepi_s	tsceeui_s	tsceeot_s	tscee_s	tscerpi_s	tscerui_s	tscerot_s	tscer_s	tscsemy_s	tsctbse_s	tscsepi_s	tscsehl_s	tscse_s	tsctbun_s	tscuner_s	tscunee_s	tinty_s	tintaxp_s	tintbit_s	tinit_s	tintbjt_s	tinjt_s	tintp_s	tin_s	tinrg_s	tinna_s	tingt_s	tingtna_s	tingtrg_s	tinta00_s	tintach_s	tintadp_s	tintaee_s	tintb_s	tintbiy_s	tintcmg_s	tintc_s	tintrch_s	kfbcc	kfb	kivho	amrtn	afc	ils_earns	ils_origy	ils_pen	ils_origrepy	ils_bensim	ils_benmt	ils_bennt	ils_ben	ils_taxsim	ils_tax	ils_taxin	ils_taxwl	ils_sicee	ils_sicer	ils_sicct	ils_sicse	ils_sicot	ils_sicdy	ils_dispy	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bed	ils_b1_bsa	ils_b1_bcb	ils_b1_bfa	ils_b1_bho	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_base_tin	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_sic	il_tsctbeese	il_bch00	il_bunnc	il_poanc	il_poacm	il_poacmds	il_psuwdcm	il_tinwkgr	il_tinwk	il_tinwk01	il_tinot	il_tinty	il_tintbiit	il_tintbit	il_tintcmo	il_tintbijt	il_tintbjt	tu_nucfam_HeadID	tu_nucfam_IsDependentChild	dct
1952	195203	0	0	195201	40	0	0	1714.68	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	3480.5	3480.5	0	0	0	0	0	0	21.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.02	0.01	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.06	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.01	0.01	0	0.01	0	0	0	0	0	0.01	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2897.7	136.19	44.91	2.9	184	683.86	173.86	28.98	886.7	0	0	0	0	0	0	0	0	3296.5	0	2692.33	715.77	3822.04	1133.77	21	715.77	242.87	472.9	715.77	472.9	242.87	283.33	120.83	0	200	2692.33	0	0	0	0	0	0	0	3	0	3480.5	3480.5	0	3480.5	0	0	0	0	715.77	715.77	715.77	0	184	886.7	0	0	0	184	2580.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3480.5	3480.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.78	2580.72	1070.7	2897.7	3480.5	3480.5	3480.5	3296.5	0	3296.5	3480.5	3296.5	3296.5	0	3296.5	3096.5	2692.33	0	3096.5	3822.04	195203	0	13
1952	195204	195203	195201	0	15	1	3	3114.42	1	2	0	1	30	0	0	1	0	0	6	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.02	0.01	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.06	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.01	0.01	0	0.01	0	0	0	0	0	0.01	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195203	1	13
1953	195301	0	0	195303	40	1	0	6065.66	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	1944.99	1944.99	0	0	0	0	0	0	11.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1944.99	91.41	30.15	1.94	123.51	459.02	116.7	19.45	595.17	0	0	0	0	0	0	0	0	1821.48	0	1217.31	261.78	0	0	21	261.78	91.88	169.9	261.78	169.9	91.88	283.33	120.83	0	200	1217.31	0	0	0	0	0	0	0	3	0	1944.99	1944.99	0	1944.99	0	0	0	0	261.78	261.78	261.78	0	123.51	595.17	0	0	0	123.51	1559.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1944.99	1944.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385.28	1559.7	718.67	1944.99	1944.99	1944.99	1944.99	1821.48	0	1821.48	1944.99	1821.48	1821.48	0	1821.48	1621.48	1217.31	0	1821.48	0	195303	0	13
1953	195302	195303	195301	0	4	0	1	3933.98	1	2	0	0	30	0	0	1	0	0	0	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195303	1	13
1953	195303	0	0	195301	40	0	0	1714.68	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	3480.5	3480.5	0	0	0	0	0	0	21.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2897.7	136.19	44.91	2.9	184	683.86	173.86	28.98	886.7	0	0	0	0	0	0	0	0	3296.5	0	2692.33	715.77	4109.64	1256.83	21	715.77	242.87	472.9	715.77	472.9	242.87	283.33	120.83	0	200	2692.33	0	0	0	0	0	0	0	3	0	3480.5	3480.5	0	3480.5	0	0	0	0	715.77	715.77	715.77	0	184	886.7	0	0	0	184	2580.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3480.5	3480.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.78	2580.72	1070.7	2897.7	3480.5	3480.5	3480.5	3296.5	0	3296.5	3480.5	3296.5	3296.5	0	3296.5	3096.5	2692.33	0	3096.5	4109.64	195303	0	13
1953	195304	195303	195301	0	15	1	3	3114.42	1	2	0	1	30	0	0	1	0	0	6	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195303	1	13
1954	195401	0	0	195403	40	1	0	4791.67	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	2252.09	2252.09	0	0	0	0	0	0	13.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2252.09	105.85	34.91	2.25	143.01	531.49	135.13	22.52	689.14	0	0	0	0	0	0	0	0	2109.08	0	1504.91	342.31	0	0	21	342.31	118.68	223.63	342.31	223.63	118.68	283.33	120.83	0	200	1504.91	0	0	0	0	0	0	0	3	0	2252.09	2252.09	0	2252.09	0	0	0	0	342.31	342.31	342.31	0	143.01	689.14	0	0	0	143.01	1766.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252.09	2252.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485.31	1766.78	832.15	2252.09	2252.09	2252.09	2252.09	2109.08	0	2109.08	2252.09	2109.08	2109.08	0	2109.08	1909.08	1504.91	0	2109.08	0	195403	0	13
1954	195402	195403	195401	0	4	0	1	3933.98	1	2	0	0	30	0	0	1	0	0	0	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195403	1	13
1954	195403	0	0	195401	40	0	0	1714.68	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	3480.5	3480.5	0	0	0	0	0	0	21.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2897.7	136.19	44.91	2.9	184	683.86	173.86	28.98	886.7	0	0	0	0	0	0	0	0	3296.5	0	2692.33	715.77	4397.25	1386.25	21	715.77	242.87	472.9	715.77	472.9	242.87	283.33	120.83	0	200	2692.33	0	0	0	0	0	0	0	3	0	3480.5	3480.5	0	3480.5	0	0	0	0	715.77	715.77	715.77	0	184	886.7	0	0	0	184	2580.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3480.5	3480.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.78	2580.72	1070.7	2897.7	3480.5	3480.5	3480.5	3296.5	0	3296.5	3480.5	3296.5	3296.5	0	3296.5	3096.5	2692.33	0	3096.5	4397.25	195403	0	13
1954	195404	195403	195401	0	15	1	3	3114.42	1	2	0	1	30	0	0	1	0	0	6	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0.03	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0.25	0	0	0.01	0	0.01	0	0.01	0	0	0	0.01	0.03	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195403	1	13
