idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
399	39901	0	0	39902	44	1	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	15	0	0	0	37	0	0	3854.66	3854.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528.47	0	789.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3326.19	0	3326.19	0	245.9	3131.47	532.35	43.76	261.19	0	263.91	299.36	0	0	0	0	0	0	0	0	0	0	0.52	0.44	0.36	0	0	0	0	3854.66	376.22	57.82	94.44	528.47	3854.66	376.22	250.55	64.37	94.44	3.85	789.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.36	299.36	0	257.78	257.78	0	0	0	0	43.76	3326.19	565.45	263.91	0	0	491.8	0	507.09	2603.73	674	0	12	0	3131.47	1563.6	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3859.47	-3859.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3854.66	3854.66	0	0	0	0	3854.66	0	563.27	563.27	0	563.27	0	528.47	0	0	789.43	528.47	2762.92	3854.66	3854.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3854.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091.74	2762.92	3854.66	0	3326.19	3326.19	3854.66	3326.19	3326.19	0	2762.92	0	3326.19	0	2762.92	0	0	0	2762.92	2762.92	0	39901	0	0
399	39902	0	0	39901	44	0	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	15	0	0	0	37	0	0	3403.34	3403.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466.6	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2936.74	0	2936.74	0	245.9	3131.47	532.35	43.76	230.61	0	227.89	264.31	0	0	0	0	0	0	0	0	0	0	0.49	0.42	0.35	0	0	0	0	3403.34	332.17	51.05	83.38	466.6	3403.34	332.17	221.22	56.84	83.38	3.4	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.31	264.31	0	227.6	227.6	0	0	0	0	43.76	2936.74	499.25	227.89	0	0	0	0	476.51	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403.34	3403.34	0	0	0	0	3403.34	0	492.2	492.2	0	492.2	0	466.6	0	0	697	466.6	2444.55	3403.34	3403.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958.79	2444.55	3403.34	0	2936.74	2936.74	3403.34	2936.74	2936.74	0	2444.55	0	2936.74	0	2444.55	0	0	0	2444.55	2444.55	0	39901	0	1
400	40001	0	0	0	34	0	0	10	4	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	40	0	0	2528.65	2528.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.68	0	453.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2181.97	0	2181.97	0	21.64	1090.98	185.47	43.76	114.31	0	135.95	196.38	0	0	0	0	0	0	0	0	0	0	0.43	0	0.57	0	0	0	0	2528.65	246.8	37.93	61.95	346.68	2528.65	246.8	164.36	42.23	0	0	453.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.38	196.38	0	169.1	169.1	0	0	0	0	43.76	2181.97	370.93	158.07	0	92.67	21.64	515.78	135.95	924.82	674	0	12	0	1090.98	1563.6	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	325.33	0.38	0.59	0	0	0	0.03	501.64	-176.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2528.65	2528.65	525	0	525	0	2528.65	525	332.33	332.33	0	332.33	0	346.68	0	0	453.39	346.68	2374.64	2528.65	2528.65	0	500	25	0	0	0	0	0	0	0	0	525	0	0	0	2528.65	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	500	0	0	679.01	2374.64	2528.65	0	2181.97	2181.97	2528.65	2181.97	2181.97	0	1849.64	0	2181.97	525	2374.64	0	0	0	1849.64	1849.64	0	40001	0	0
400	40002	40001	0	0	15	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.59	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40001	1	0
401	40101	0	0	0	71	1	0	10	5	0	0	0	0	0	3	5	0	0	0	0	0	0	0	15	0	0	0	37	0	0	1495.14	1495.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2105.06	0	0	0	2105.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2105.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.98	0	268.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3603.7	0	3603.7	612.63	289.58	0	0	0	0	0	289.58	324.33	0	0	0	0	0	0	0	0	0	0	0.37	0.51	0.65	0	0	0	0	1495.14	145.93	22.43	36.63	204.98	1495.14	145.93	97.18	24.97	0	0	268.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324.33	324.33	0	279.29	279.29	0	0	0	43.76	43.76	3603.7	612.63	289.58	0	0	289.58	0	289.58	2781.31	674	0	12	0	3395.22	2189.04	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2107.31	-2107.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495.14	1495.14	208.48	0	208.48	2105.06	3600.21	2313.54	613.92	613.92	0	613.92	0	204.98	0	0	268.08	204.98	2989.79	3808.69	3808.69	0	0	0	2313.54	0	0	0	0	0	0	0	0	2313.54	0	0	1495.14	0	0	0	0	0	0	0	0	2313.54	0	0	0	0	0	0	0	0	0	818.9	2989.79	1495.14	0	3603.7	3395.22	3808.69	3603.7	3603.7	0	2781.31	2105.06	3395.22	208.48	2989.79	2105.06	0	0	2781.31	2781.31	2105.06	40101	0	0
402	40201	0	0	40202	50	1	0	10	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	15	0	0	0	80	0	0	0	0	0	1819.76	1819.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1819.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	163.97	67.2	14.03	20.58	0	0	0	0	0	0	0	0	0	0	0	1553.98	0	1553.98	0	-58.69	1966.68	334.34	43.76	26.85	75.63	-31.84	381.81	0	0	0	0	0	0	0	0	0	0	0.79	0.92	0.06	0	1819.76	0	1819.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.81	0	381.81	328.78	0	328.78	0	0	0	0	0	0	0	0	0	0	0	-31.84	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1819.76	1819.76	0	0	0	0	1819.76	0	349.98	349.98	0	349.98	0	0	265.78	0	0	265.78	1204	1819.76	1819.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1819.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615.75	1204	1819.76	0	0	1553.98	1819.76	1553.98	0	1553.98	1204	0	1553.98	0	1204	0	0	0	1204	1204	0	40202	0	1
402	40202	40206	40205	40201	41	0	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	0	0	15	0	0	0	38	0	0	2757.43	2757.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.04	0	494.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2379.39	0	2379.39	0	-58.69	1966.68	334.34	43.76	41.11	41.75	-17.57	214.14	0	0	0	0	0	0	0	0	0	0	0.11	0.9	0.7	0	0	0	0	2757.43	269.13	41.36	67.56	378.04	2757.43	269.13	179.23	46.05	0	0	494.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.14	214.14	0	184.4	184.4	0	0	0	0	43.76	2379.39	404.5	176.33	0	185.34	-117.37	1157.01	-17.57	846.7	674	0	12	0	1280.09	1563.6	0.12	0	70	0.29	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	650.67	0.38	0.59	0	0	0	0.03	690.82	-40.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2757.43	2757.43	1050	0	1050	0	2757.43	1050	196.57	196.57	0	196.57	0	378.04	0	0	494.41	378.04	3232.81	2757.43	2757.43	0	1000	50	0	0	0	0	0	0	0	0	1050	0	0	0	2757.43	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	1000	0	0	574.62	3232.81	2757.43	0	2379.39	2379.39	2757.43	2379.39	2379.39	0	2182.81	0	2379.39	1050	3232.81	0	0	0	2182.81	2182.81	0	40202	0	0
402	40203	40202	40201	0	15	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.99	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40202	1	0
402	40204	40202	40201	0	13	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.42	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40202	1	0
402	40205	0	0	40206	82	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760.05	0	239.66	0	1760.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968.53	0	1968.53	0	148.83	2082.05	353.95	43.76	140.72	0	138.33	177.17	0	0	0	0	0	0	0	0	0	0	0.01	0.47	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.17	177.17	0	152.56	152.56	0	0	0	0	43.76	1968.53	334.65	138.33	0	0	297.66	0	289.55	1537.36	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726.72	-1726.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1760.05	1760.05	2208.19	315.5	315.5	0	315.5	0	0	0	0	0	0	1892.7	1968.53	1968.53	0	0	0	2208.19	0	0	0	0	0	0	0	0	2208.19	0	0	0	0	0	0	0	0	0	0	0	2208.19	0	0	0	0	0	0	0	0	0	315.5	1892.7	0	0	1968.53	1760.05	1968.53	1968.53	1968.53	0	1444.56	1999.71	1760.05	448.14	1892.7	1760.05	0	0	1684.22	1684.22	1760.05	40205	0	0
402	40206	0	0	40205	71	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1987.09	0	0	0	1987.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1987.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2195.57	0	2195.57	0	148.83	2082.05	353.95	43.76	156.94	0	159.33	197.6	0	0	0	0	0	0	0	0	0	0	0.19	0.57	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.6	197.6	0	170.16	170.16	0	0	0	0	43.76	2195.57	373.25	159.33	0	0	0	0	305.77	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	1987.09	1987.09	2195.57	356.93	356.93	0	356.93	0	0	0	0	0	0	1838.64	2195.57	2195.57	0	0	0	2195.57	0	0	0	0	0	0	0	0	2195.57	0	0	0	0	0	0	0	0	0	0	0	2195.57	0	0	0	0	0	0	0	0	0	356.93	1838.64	0	0	2195.57	1987.09	2195.57	2195.57	2195.57	0	1630.16	1987.09	1987.09	208.48	1838.64	1987.09	0	0	1630.16	1630.16	1987.09	40205	0	1
403	40301	0	0	0	55	0	0	10	5	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	528	14.35	542.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.33	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	12	0	0	1563.6	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	542.35	542.35	0	0	0	542.35	0	0	0	0	0	0	0	0	0	0	542.35	0	0	0	0	0	0	0	0	0	0	0	542.35	0	0	0	542.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542.35	0	0	0	0	542.35	0	0	0	0	0	0	0	0	0	0	0	542.35	542.35	0	0	0	0	0	542.35	40301	0	0
