idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc_s	pdiuc	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	bed00_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
387	38701	0	0	38702	52	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	0	15	0	0	0	38	3071.92	3071.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.16	629.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2650.76	0	2650.76	0	167.49	2086.07	375.49	46.34	212.82	0	225.37	238.57	0	0	0	0	0	0	0	0	0	3071.92	299.82	46.08	75.26	421.16	3071.92	299.82	199.67	51.3	75.26	3.07	629.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.57	238.57	0	205.43	205.43	0	0	46.34	2650.76	477.14	225.37	0	0	334.97	0	380.31	1730.83	674	0	12	0	2086.07	1375	0.15	0	40	0.5	0	1730.83	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2113.67	-2113.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071.92	3071.92	0	0	0	0	3071.92	0	463.94	463.94	0	463.94	0	421.16	0	0	629.13	421.16	2186.82	3071.92	3071.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.09	2186.82	3071.92	0	2650.76	2650.76	3071.92	2650.76	2650.76	0	2186.82	0	2650.76	0	2186.82	0	0	0	2186.82	2186.82	38701	0	0
387	38702	0	0	38701	52	0	0	10	2	0	0	0	0	0	3	5	0	0	0	0	0	0	15	0	0	0	30	1763.1	1763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.72	316.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1521.38	0	1521.38	0	167.49	2086.07	375.49	46.34	122.15	0	109.61	136.92	0	0	0	0	0	0	0	0	0	1763.1	172.08	26.45	43.2	241.72	1763.1	172.08	114.6	29.44	0	0	316.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.92	136.92	0	117.91	117.91	0	0	46.34	1521.38	273.85	109.61	0	0	0	0	289.64	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1763.1	1763.1	0	0	0	0	1763.1	0	246.53	246.53	0	246.53	0	241.72	0	0	316.12	241.72	1274.85	1763.1	1763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488.25	1274.85	1763.1	0	1521.38	1521.38	1763.1	1521.38	1521.38	0	1274.85	0	1521.38	0	1274.85	0	0	0	1274.85	1274.85	38701	0	1
388	38801	0	0	38802	70	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	0	15	0	0	0	20	0	0	0	312.82	312.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1865.58	0	0	0	0	1865.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	91.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1865.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2270.06	0	2270.06	0	82.13	1135.03	204.31	46.34	164.25	0	213.72	176.15	0	0	0	0	0	0	312.82	0	312.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.15	176.15	0	151.69	151.69	0	0	46.34	1957.24	352.3	154.28	59.44	0	164.25	0	246.38	894.26	674	0	12	0	1089.2	1375	0.12	0	40	0.5	0	894.26	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	440.53	-440.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.82	312.82	91.67	0	91.67	1865.58	2178.4	1957.24	389.87	389.87	0	389.87	0	0	0	0	0	0	1880.19	2270.06	2270.06	0	0	0	1957.24	0	0	0	0	0	0	0	0	1957.24	0	0	0	312.82	0	0	0	0	0	0	0	1957.24	0	0	0	0	0	0	0	0	0	389.87	1880.19	312.82	0	1957.24	2178.4	2270.06	2270.06	1957.24	312.82	1788.53	1865.58	2178.4	91.67	1880.19	1865.58	0	0	1788.53	1788.53	38801	0	0
388	38802	0	0	38801	63	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.13	1135.03	204.31	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.13	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	66.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38801	0	1
389	38901	0	0	38902	56	0	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	0	15	0	0	0	29	1085.87	1085.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.87	194.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936.99	0	936.99	0	42.03	1314.15	236.55	46.34	63.01	0	23.83	84.33	0	0	0	0	0	0	0	0	0	1085.87	105.98	16.29	26.6	148.87	1085.87	105.98	70.58	18.13	0	0	194.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.33	84.33	0	72.62	72.62	0	0	72.21	936.99	168.66	23.83	0	0	0	0	105.04	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085.87	1085.87	0	0	0	0	1085.87	0	108.16	108.16	0	108.16	0	148.87	0	0	194.7	148.87	828.83	1085.87	1085.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.04	828.83	1085.87	0	936.99	936.99	1085.87	936.99	936.99	0	828.83	0	936.99	0	828.83	0	0	0	828.83	828.83	38902	0	1
389	38902	0	0	38901	61	1	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	0	15	0	0	0	37	1960.04	1960.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	268.72	351.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1691.31	0	1691.31	0	42.03	1314.15	236.55	46.34	113.73	0	127.02	152.22	0	0	0	0	0	0	0	0	0	1960.04	191.3	29.4	48.02	268.72	1960.04	191.3	127.4	32.73	0	0	351.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.22	152.22	0	131.08	131.08	0	0	46.34	1691.31	304.44	127.02	0	92.67	84.06	621.29	155.76	828.39	674	0	12	0	965.58	1375	0.12	0	45	0.44	0	828.39	800	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	193	0	325.33	0.38	0.59	0	0	0	0.03	463.17	-137.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1960.04	1960.04	25	0	25	0	1960.04	25	279.24	279.24	0	279.24	0	268.72	0	0	351.43	268.72	1437.07	1960.04	1960.04	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	1960.04	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	547.96	1437.07	1960.04	0	1691.31	1691.31	1960.04	1691.31	1691.31	0	1412.07	0	1691.31	25	1437.07	0	0	0	1412.07	1412.07	38902	0	0
389	38903	38901	38902	0	17	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	311.08	311.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.65	55.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.43	0	268.43	48.32	0	0	0	0	0	0	0	24.16	0	0	0	0	0	0	0	0	0	311.08	30.36	4.67	7.62	42.65	311.08	30.36	20.22	5.2	0	0	55.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.16	24.16	0	20.8	20.8	0	48.32	48.32	268.43	48.32	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.08	311.08	0	0	0	0	311.08	0	24.16	24.16	0	24.16	0	42.65	0	0	55.78	42.65	244.27	311.08	311.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.81	244.27	311.08	0	268.43	268.43	311.08	268.43	268.43	0	244.27	0	268.43	0	244.27	0	0	0	244.27	244.27	38902	1	0
390	39001	0	0	39002	34	1	0	10	1	0	0	0	0	0	3	7	0	0	0	0	0	0	15	0	0	0	37	2648.49	2648.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	8.33	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	25	0	0	0	0	0	0	0	0	0	363.11	542.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2285.38	0	2285.38	411.37	83.2	0	0	0	0	0	83.2	205.68	0	0	0	0	0	0	0	0	0	2648.49	258.49	39.73	64.89	363.11	2648.49	258.49	172.15	44.23	64.89	2.65	542.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.68	205.68	0	177.12	177.12	0	46.34	46.34	2285.38	411.37	187.92	0	185.34	147.25	980.71	83.2	665.5	674	0	12	0	1195.71	1375	0.15	0	55	0.36	0	907.05	800	0	500	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	386	0	642.33	0.39	0.6	0	0	0	0.01	0	0	0	0	0	0	0	0	0	248	386	0	0	0	8.33	0	0	2648.49	2648.49	1167.33	1142.33	25	0	2648.49	1167.33	288.88	288.88	0	288.88	0	363.11	0	0	542.41	363.11	3163.83	2648.49	2648.49	0	1134	33.33	0	0	0	0	0	0	0	0	1167.33	0	0	0	2648.49	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	1134	0	0	651.99	3163.83	2648.49	0	2285.38	2285.38	2648.49	2285.38	2285.38	0	1996.5	0	2919.38	1167.33	3163.83	0	0	0	2630.5	2630.5	39001	0	0
390	39002	0	0	39001	34	0	0	10	1	0	0	0	0	0	3	9	0	0	0	0	0	0	15	0	0	0	37	2159.54	2159.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.07	387.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1863.46	0	1863.46	335.42	64.05	0	0	0	0	0	64.05	167.71	0	0	0	0	0	0	0	0	0	2159.54	210.77	32.39	52.91	296.07	2159.54	210.77	140.37	36.06	0	0	387.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.71	167.71	0	144.42	144.42	0	46.34	46.34	1863.46	335.42	144.67	0	0	0	0	64.05	1631.7	674	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	957.7	-957.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2159.54	2159.54	0	0	0	0	2159.54	0	231.76	231.76	0	231.76	0	296.07	0	0	387.2	296.07	1631.7	2159.54	2159.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2159.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527.83	1631.7	2159.54	0	1863.46	1863.46	2159.54	1863.46	1863.46	0	1631.7	0	1863.46	0	1631.7	0	0	0	1631.7	1631.7	39001	0	1
390	39003	39002	39001	0	11	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39001	1	0
390	39004	39002	39001	0	5	0	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39001	1	0
391	39101	0	0	39102	43	1	0	10	2	0	0	0	0	0	3	7	0	0	0	0	0	0	15	0	0	0	50	5481.83	5481.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	751.56	1122.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4730.27	0	4730.27	0	194.75	2804.06	504.73	46.34	406.69	0	438.52	425.72	0	0	0	0	0	0	0	0	0	5481.83	535.03	82.23	134.3	751.56	5481.83	535.03	356.32	91.55	134.3	5.48	1122.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425.72	425.72	0	366.6	366.6	0	0	46.34	4730.27	851.45	438.52	0	92.67	389.49	1325.66	601.44	1552.52	674	0	12	0	1869.38	1375	0.15	0	45	0.44	0	1552.52	800	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	193	0	325.33	0.38	0.59	0	0	0	0.03	2635.56	-2310.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5481.83	5481.83	25	0	25	0	5481.83	25	864.24	864.24	0	864.24	0	751.56	0	0	1122.68	751.56	3891.03	5481.83	5481.83	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	5481.83	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1615.8	3891.03	5481.83	0	4730.27	4730.27	5481.83	4730.27	4730.27	0	3866.03	0	4730.27	25	3891.03	0	0	0	3866.03	3866.03	39101	0	0
391	39102	0	0	39101	42	0	0	10	2	0	0	0	0	0	3	5	0	0	0	0	0	0	15	0	0	0	38	1017.33	1017.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.48	182.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877.85	0	877.85	0	194.75	2804.06	504.73	46.34	75.47	0	7.32	79.01	0	0	0	0	0	0	0	0	0	1017.33	99.29	15.26	24.92	139.48	1017.33	99.29	66.13	16.99	0	0	182.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.01	79.01	0	68.03	68.03	0	0	82.66	877.85	158.01	7.32	0	0	0	0	270.22	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017.33	1017.33	0	0	0	0	1017.33	0	86.32	86.32	0	86.32	0	139.48	0	0	182.41	139.48	791.53	1017.33	1017.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.8	791.53	1017.33	0	877.85	877.85	1017.33	877.85	877.85	0	791.53	0	877.85	0	791.53	0	0	0	791.53	791.53	39101	0	1
