idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lhw	lunmy_s	lnu	liwmy_a	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yemmy	yemmw_s	ysemy	yiy	yot	ypr	ysv	yivag00_s	yivag01_s	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_yem_orig	i_bwkmcee_s	i_yemmc_s	i_diff	i_hourprop	i_min_wage_prop	i_bwalcee_s	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_bksic_s	i_smfirm	i_bksicer_s	i_smfirmer	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
371	37104	37102	37101	0	4	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.65	0.05	0	0.85	0.25	0.65	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37101	1	0
371	37105	37102	37101	0	2	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.57	0.01	0	0.9	0.34	0.79	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37101	1	0
372	37201	37202	37203	0	38	0	0	10	1	0	0	0	0	0	3	4	0	0	0	0	0	0	0	15	40	0	0	0	0	0	1639.51	1639.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747.06	373.53	10.26	383.79	0	0	0	0	0	28.1	36.75	0	0	0	0	0	0	0	0	0	0	0	196.68	0	257.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442.83	0	1442.83	245.28	89.7	0	0	0	0	0	89.7	129.86	0	0	0	0	0	0	0.48	0.67	0.86	0	0.25	0.44	0.63	0	0	0	0	1639.51	0	0	0	1	0.63	0	1639.51	160.02	24.59	40.17	224.78	1639.51	160.02	106.57	27.38	0	0	293.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1	0	36.75	129.86	129.86	0	111.82	111.82	0	0	0	43.76	43.76	1442.83	245.28	89.7	0	0	89.7	0	89.7	1223.28	674	0	12	0	399.63	1500	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549.28	-549.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639.51	1639.51	383.79	383.79	0	0	1639.51	383.79	219.56	219.56	0	219.56	0	196.68	0	64.84	257.22	196.68	1607.07	1639.51	1639.51	0	0	0	0	0	0	0	0	0	383.79	0	0	0	383.79	0	1639.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383.79	0	0	0	416.24	1607.07	1639.51	0	1442.83	1442.83	1639.51	1442.83	1442.83	0	1223.28	0	1442.83	383.79	1607.07	0	0	0	1223.28	1223.28	383.79	37201	0	0
372	37202	0	0	37203	55	0	0	10	2	0	0	0	0	0	7	9	0	0	0	0	0	0	0	15	6	0	0	0	0	0	180.41	180.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.73	0	32.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.67	0	155.67	0	0	77.84	13.23	13.23	0	0	0	14.01	0	0	0	0	0	0	0.14	0.9	0.65	0	0.15	0.9	0.66	0	0	0	0	180.41	0	0	0	0.15	0.46	0	180.41	17.61	2.71	4.42	24.73	180.41	17.61	11.73	3.01	0	0	32.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01	14.01	0	12.06	12.06	0	0	0	0	26.46	155.67	26.46	0	0	0	0	0	0	70.83	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	180.41	180.41	0	0	0	0	180.41	0	14.01	14.01	0	14.01	0	24.73	0	0	32.35	24.73	141.66	180.41	180.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.74	141.66	180.41	0	155.67	155.67	180.41	155.67	155.67	0	141.66	0	155.67	0	141.66	0	0	0	141.66	141.66	0	37202	0	0
372	37203	0	0	37202	57	1	0	10	2	0	0	0	0	0	7	7	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.84	13.23	13.23	0	0	0	0	0	0	0	0	0	0	0.26	0.24	0.22	0	0.19	0.18	0.16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37202	0	1
372	37204	37202	37203	0	32	1	0	10	4	0	0	0	0	0	5	9	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.27	0.57	0	0.18	0.48	0.79	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37204	0	0
373	37301	0	0	37302	68	1	0	10	2	0	0	0	0	0	2	-1	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	577.53	577.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1799.18	0	0	0	1799.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1799.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2476.71	0	2476.71	0	176.31	2137.15	363.32	43.76	204.32	0	241.64	170.93	0	0	0	0	0	0	0.54	0.13	0.71	0	0.88	0.47	0.05	0	577.53	0	577.53	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.93	170.93	0	147.19	147.19	0	0	0	0	43.76	1899.18	322.86	131.91	109.73	0	352.61	0	380.62	1688.72	674	0	12	0	2037.15	1500	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029.43	-2029.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577.53	577.53	100	0	100	1799.18	2376.71	1899.18	412.57	412.57	0	412.57	0	0	0	0	0	0	2064.14	2476.71	2476.71	0	0	0	1899.18	0	0	0	0	0	0	0	0	1899.18	0	0	0	577.53	0	0	0	0	0	0	0	1899.18	0	0	0	0	0	0	0	0	0	412.57	2064.14	577.53	0	1899.18	2376.71	2476.71	2476.71	1899.18	577.53	1964.14	1799.18	2376.71	100	2064.14	1799.18	0	0	1964.14	1964.14	1799.18	37301	0	0
373	37302	0	0	37301	65	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697.6	0	0	0	1697.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1797.6	0	1797.6	0	176.31	2137.15	363.32	43.76	148.29	0	122.52	161.78	0	0	0	0	0	0	0.54	0.31	0.07	0	0.59	0.35	0.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.78	161.78	0	139.31	139.31	0	0	0	0	43.76	1797.6	305.59	122.52	0	0	0	0	324.6	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	1697.6	1697.6	1797.6	284.3	284.3	0	284.3	0	0	0	0	0	0	1513.29	1797.6	1797.6	0	0	0	1797.6	0	0	0	0	0	0	0	0	1797.6	0	0	0	0	0	0	0	0	0	0	0	1797.6	0	0	0	0	0	0	0	0	0	284.3	1513.29	0	0	1797.6	1697.6	1797.6	1797.6	1797.6	0	1413.29	1697.6	1697.6	100	1513.29	1697.6	0	0	1413.29	1413.29	1697.6	37301	0	1
374	37401	0	0	37402	41	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	0	0	15	40	0	0	0	0	0	1901.58	1901.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	372	95	0	16.67	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	50	0	0	32.59	42.62	0	0	0	0	0	0	0	0	0	0	0	228.12	0	298.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673.46	0	1673.46	0	-71.2	1606.14	273.04	43.76	109.2	80.5	38	150.61	0	0	0	0	0	0	0.06	0.1	0.14	0	0.22	0.26	0.3	0	0	0	0	1901.58	0	0	0	1	0.73	0	1901.58	185.59	28.52	46.59	260.71	1901.58	185.59	123.6	31.76	0	0	340.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.59	0	42.62	150.61	150.61	0	129.69	129.69	0	0	0	0	43.76	1673.46	284.49	111.04	0	352.01	-142.39	686.83	38	571.19	674	0	12	0	567.18	1500	0.1	0	75	0.27	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	869.67	0.43	0.44	0.11	0	0	0.02	0	0	0	0	0	0	0	0	0	372	386	95	0	0	16.67	0	0	1901.58	1901.58	2419.67	869.67	1550	0	1901.58	2419.67	188.62	188.62	0	188.62	0	228.12	0	75.21	298.33	228.12	3904.51	1901.58	1901.58	0	2353	66.67	0	0	0	0	0	0	0	0	2419.67	0	0	0	1901.58	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67	0	2353	0	0	416.73	3904.51	1901.58	0	1673.46	1673.46	1901.58	1673.46	1673.46	0	1484.85	0	2431.46	2419.67	3904.51	0	0	0	2242.85	2242.85	0	37401	0	0
374	37402	37406	0	37401	34	0	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	0	0	15	40	0	0	0	0	0	1748.57	1748.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.97	39.19	0	0	0	0	0	0	0	0	0	0	0	209.76	0	274.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538.81	0	1538.81	0	-71.2	1606.14	273.04	43.76	100.41	61.89	29.22	138.49	0	0	0	0	0	0	0.97	0.22	0.47	0	0.97	0.22	0.47	0	0	0	0	1748.57	0	0	0	1	0.67	0	1748.57	170.66	26.23	42.84	239.73	1748.57	170.66	113.66	29.2	0	0	313.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.97	0	39.19	138.49	138.49	0	119.26	119.26	0	0	0	0	43.76	1538.81	261.6	98.58	0	0	0	0	29.22	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748.57	1748.57	0	0	0	0	1748.57	0	167.71	167.71	0	167.71	0	209.76	0	69.16	274.33	209.76	1371.1	1748.57	1748.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.47	1371.1	1748.57	0	1538.81	1538.81	1748.57	1538.81	1538.81	0	1371.1	0	1538.81	0	1371.1	0	0	0	1371.1	1371.1	0	37401	0	1
374	37403	37402	37401	0	17	1	0	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.45	0.3	0	0.01	0.86	0.71	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37401	1	0
374	37404	37402	37401	0	15	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	1	0.81	0	0.43	0.24	0.05	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37401	1	0
