idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
429	42901	0	0	42902	42	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	15	0	0	0	40	4852.31	4852.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665.25	1006.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4187.06	0	4187.06	0	75.58	2093.53	376.84	46.34	336.5	382.84	376.84	0	0	0	0	0	0	0	0	4852.31	473.59	72.78	118.88	665.25	4852.31	473.59	315.4	93.65	118.88	4.85	1006.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.84	376.84	0	324.5	324.5	0	0	46.34	4187.06	753.67	382.84	0	185.34	151.16	0	412.09	856.85	539	1046.77	1038.94	0.15	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4852.31	4852.31	0	0	0	0	4852.31	0	759.67	759.67	0	759.67	0	665.25	0	0	1006.37	665.25	3427.39	4852.31	4852.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4852.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424.93	3427.39	4852.31	0	4187.06	4187.06	4852.31	4187.06	4187.06	0	3427.39	0	4187.06	0	3427.39	0	0	3427.39	3427.39	42901	0	0
429	42902	0	0	42901	40	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.58	2093.53	376.84	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.58	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42901	0	1
429	42903	42902	42901	0	13	1	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42901	1	0
429	42904	42902	42901	0	10	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42901	1	0
430	43001	0	0	43002	60	1	0	10	2	0	0	0	0	0	3	9	0	0	0	0	0	15	0	0	0	37	1685.94	1685.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.14	306.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454.8	0	1454.8	0	155.41	1968.25	354.29	46.34	114.87	102.78	130.93	0	0	0	0	0	0	0	0	1685.94	164.55	25.29	41.31	231.14	1685.94	164.55	109.59	32.54	0	0	306.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.93	130.93	0	112.75	112.75	0	0	46.34	1454.8	261.86	102.78	0	0	0	0	270.28	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685.94	1685.94	0	0	0	0	1685.94	0	233.71	233.71	0	233.71	0	231.14	0	0	306.67	231.14	1221.08	1685.94	1685.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464.86	1221.08	1685.94	0	1454.8	1454.8	1685.94	1454.8	1454.8	0	1221.08	0	1454.8	0	1221.08	0	0	1221.08	1221.08	43002	0	1
430	43002	0	0	43001	59	0	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	37	2876.01	2876.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.3	523.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2481.71	0	2481.71	0	155.41	1968.25	354.29	46.34	195.95	208.04	223.35	0	0	0	0	0	0	0	0	2876.01	280.7	43.14	70.46	394.3	2876.01	280.7	186.94	55.51	0	0	523.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.35	223.35	0	192.33	192.33	0	0	46.34	2481.71	446.71	208.04	0	0	310.82	0	351.36	1635.7	539	1968.25	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2876.01	2876.01	0	0	0	0	2876.01	0	431.39	431.39	0	431.39	0	394.3	0	0	523.15	394.3	2050.32	2876.01	2876.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2876.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.69	2050.32	2876.01	0	2481.71	2481.71	2876.01	2481.71	2481.71	0	2050.32	0	2481.71	0	2050.32	0	0	2050.32	2050.32	43002	0	0
431	43101	0	0	43102	48	0	0	10	4	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	35	3057.89	3057.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419.24	634.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2638.66	0	2638.66	474.96	224.13	0	0	0	0	224.13	237.48	0	0	0	0	0	0	0	0	3057.89	298.45	45.87	74.92	419.24	3057.89	298.45	198.76	59.02	74.92	3.06	634.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.48	237.48	0	204.5	204.5	0	46.34	46.34	2638.66	474.96	224.13	0	0	0	0	224.13	2177.05	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3057.89	3057.89	0	0	0	0	3057.89	0	461.61	461.61	0	461.61	0	419.24	0	0	634.21	419.24	2177.05	3057.89	3057.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3057.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880.84	2177.05	3057.89	0	2638.66	2638.66	3057.89	2638.66	2638.66	0	2177.05	0	2638.66	0	2177.05	0	0	2177.05	2177.05	43102	0	1
431	43102	0	0	43101	54	1	0	10	4	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	52	4188.08	4188.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.19	868.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3613.9	0	3613.9	650.5	324.09	0	0	0	0	324.09	325.25	0	0	0	0	0	0	0	0	4188.08	408.76	62.82	102.61	574.19	4188.08	408.76	272.23	80.83	102.61	4.19	868.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.25	325.25	0	280.08	280.08	0	46.34	46.34	3613.9	650.5	324.09	0	0	548.22	0	324.09	2964.56	539	3126.28	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4188.08	4188.08	0	0	0	0	4188.08	0	649.34	649.34	0	649.34	0	574.19	0	0	868.61	574.19	2964.56	4188.08	4188.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4188.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223.53	2964.56	4188.08	0	3613.9	3613.9	4188.08	3613.9	3613.9	0	2964.56	0	3613.9	0	2964.56	0	0	2964.56	2964.56	43102	0	0
432	43201	0	0	43202	38	1	0	10	2	0	0	0	0	0	3	-1	0	0	0	0	0	15	0	0	0	40	4291.69	4291.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588.39	890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3703.3	0	3703.3	0	50.79	1851.65	333.3	46.34	286.92	333.25	333.3	0	0	0	0	0	0	0	0	4291.69	418.87	64.38	105.15	588.39	4291.69	418.87	278.96	82.83	105.15	4.29	890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333.3	333.3	0	287.01	287.01	0	0	46.34	3703.3	666.59	333.25	0	185.34	101.58	0	337.71	759.19	539	925.82	1038.94	0.15	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4291.69	4291.69	0	0	0	0	4291.69	0	666.55	666.55	0	666.55	0	588.39	0	0	890.1	588.39	3036.75	4291.69	4291.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4291.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254.94	3036.75	4291.69	0	3703.3	3703.3	4291.69	3703.3	3703.3	0	3036.75	0	3703.3	0	3036.75	0	0	3036.75	3036.75	43201	0	0
432	43202	0	0	43201	35	0	0	10	2	0	0	0	0	0	7	5	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.79	1851.65	333.3	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.79	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43201	0	1
432	43203	43202	43201	0	8	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43201	1	0
432	43204	43202	43201	0	4	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43201	1	0
433	43301	0	0	43302	42	1	0	10	2	0	0	0	0	0	3	7	0	0	0	0	0	15	0	0	0	40	2315.98	2315.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	183	0	0	8.33	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.52	480.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998.46	0	1998.46	0	0	999.23	179.86	46.34	112.17	112.17	179.86	0	0	0	0	0	0	0	0	2315.98	226.04	34.74	56.74	317.52	2315.98	226.04	150.54	44.7	56.74	2.32	480.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.86	179.86	0	154.88	154.88	0	0	46.34	1998.46	359.72	158.51	0	185.34	0	0	112.17	426.61	539	630.36	1038.94	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2315.98	2315.98	531.33	531.33	0	0	2315.98	531.33	292.03	292.03	0	292.03	0	317.52	0	0	480.33	317.52	2237.76	2315.98	2315.98	0	523	8.33	0	0	0	0	0	0	0	0	531.33	0	0	0	2315.98	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	523	0	0	609.55	2237.76	2315.98	0	1998.46	1998.46	2315.98	1998.46	1998.46	0	1706.42	0	2521.46	531.33	2237.76	0	0	2229.42	2229.42	43301	0	0
433	43302	0	0	43301	30	0	0	10	2	0	0	0	0	0	7	7	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999.23	179.86	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43301	0	1
433	43303	43302	43301	0	7	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43301	1	0
433	43304	43302	43301	0	4	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43301	1	0
