idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
418	41801	0	0	41802	44	1	0	10	2	0	0	0	0	0	3	7	0	0	0	0	0	15	0	0	0	68	4029.94	4029.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	552.5	830.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3477.44	0	3477.44	0	56.2	2717.42	489.14	46.34	297.14	0	310.1	312.97	0	0	0	0	0	0	0	0	4029.94	393.32	60.45	98.73	552.5	4029.94	393.32	261.95	72.54	98.73	4.03	830.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.97	312.97	0	269.5	269.5	0	0	46.34	3477.44	625.94	310.1	0	352.01	112.39	1284.7	353.34	896.26	674	0	12	0	1086.97	1103.2	0.12	0	65	0.31	0	896.26	800	0	1000	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	555	0	801.67	0.41	0.46	0.11	0	0	0.02	1111.3	-309.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029.94	4029.94	1000	1000	0	0	4029.94	1000	623.07	623.07	0	623.07	0	552.5	0	0	830.57	552.5	3854.36	4029.94	4029.94	0	1000	0	0	0	0	0	0	0	0	0	1000	0	0	0	4029.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	1175.58	3854.36	4029.94	0	3477.44	3477.44	4029.94	3477.44	3477.44	0	2854.36	0	3477.44	1000	3854.36	0	0	0	2854.36	2854.36	41801	0	0
418	41802	0	0	41801	37	0	0	10	2	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	38	2268.4	2268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	467.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1957.41	0	1957.41	0	56.2	2717.42	489.14	46.34	167.26	0	154.3	176.17	0	0	0	0	0	0	0	0	2268.4	221.4	34.03	55.58	311	2268.4	221.4	147.45	40.83	55.58	2.27	467.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.17	176.17	0	151.7	151.7	0	0	46.34	1957.41	352.33	154.3	0	0	0	0	223.45	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268.4	2268.4	0	0	0	0	2268.4	0	330.47	330.47	0	330.47	0	311	0	0	467.52	311	1626.94	2268.4	2268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.46	1626.94	2268.4	0	1957.41	1957.41	2268.4	1957.41	1957.41	0	1626.94	0	1957.41	0	1626.94	0	0	0	1626.94	1626.94	41801	0	1
418	41803	41802	41801	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41801	1	0
418	41804	41802	41801	0	12	1	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41801	1	0
418	41805	41802	41801	0	4	0	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41801	1	0
419	41901	0	0	0	32	0	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	15	0	0	0	40	2080.23	2080.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.2	428.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1795.03	0	1795.03	323.11	137.66	0	0	0	0	0	137.66	161.55	0	0	0	0	0	0	0	0	2080.23	203.03	31.2	50.97	285.2	2080.23	203.03	135.22	37.44	50.97	2.08	428.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.55	161.55	0	139.12	139.12	0	46.34	46.34	1795.03	323.11	137.66	0	0	137.66	0	137.66	1495.82	674	0	12	0	1795.03	1544.48	0.2	0	35	0.57	0	1495.82	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	821.82	-821.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080.23	2080.23	0	0	0	0	2080.23	0	299.21	299.21	0	299.21	0	285.2	0	0	428.74	285.2	1495.82	2080.23	2080.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.41	1495.82	2080.23	0	1795.03	1795.03	2080.23	1795.03	1795.03	0	1495.82	0	1795.03	0	1495.82	0	0	0	1495.82	1495.82	41901	0	0
420	42001	0	0	42002	52	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	15	0	0	0	50	0	0	0	5599.43	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	108.34	44.4	9.99	13.6	0	176.32	0	0	0	0	0	0	0	0	0	5423.1	0	5423.1	0	327.2	3972.38	715.03	46.34	573.21	0	781.57	288.95	0	0	0	0	0	5599.43	0	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.95	0	288.95	248.82	0	248.82	0	0	0	0	0	781.57	185.34	654.4	850.29	900.41	1588.75	674	0	12	0	1917.35	1103.2	0.12	0	65	0.31	0	1588.75	800	0	500	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	370	0	622.67	0.38	0.59	0	0	0	0.03	3658.98	-3036.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5599.43	5599.43	500	500	0	0	5599.43	500	1070.52	1070.52	0	1070.52	0	0	176.32	0	0	176.32	4852.58	5599.43	5599.43	0	500	0	0	0	0	0	0	0	0	0	500	0	0	0	0	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	1246.85	4852.58	5599.43	0	0	5423.1	5599.43	5423.1	0	5423.1	4352.58	0	5423.1	500	4852.58	0	0	0	4352.58	4352.58	42001	0	0
420	42002	42005	0	42001	41	0	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	15	0	0	0	50	0	0	0	2697.97	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	108.34	44.4	9.99	13.6	0	176.32	0	0	0	0	0	0	0	0	0	2521.65	0	2521.65	0	327.2	3972.38	715.03	46.34	266.53	0	230.29	288.95	0	0	0	0	0	2697.97	0	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.95	0	288.95	248.82	0	248.82	0	0	0	0	0	230.29	0	0	0	593.73	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.97	2697.97	0	0	0	0	2697.97	0	519.25	519.25	0	519.25	0	0	176.32	0	0	176.32	2002.4	2697.97	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695.57	2002.4	2697.97	0	0	2521.65	2697.97	2521.65	0	2521.65	2002.4	0	2521.65	0	2002.4	0	0	0	2002.4	2002.4	42001	0	1
420	42003	42002	42001	0	10	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42001	1	0
420	42004	42002	42001	0	6	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42001	1	0
420	42005	0	0	0	76	0	0	10	5	0	0	0	0	0	4	1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.67	1642.01	0	0	0	0	1642.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642.01	0	1642.01	295.56	121.97	0	0	0	0	0	121.97	147.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.78	147.78	0	127.26	127.26	0	46.34	46.34	1642.01	295.56	121.97	0	0	121.97	0	121.97	1372.26	674	0	12	0	0	0	0	0	0	0	0	1372.26	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	698.26	-698.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.67	0	208.67	1642.01	1642.01	1850.68	269.75	269.75	0	269.75	0	0	0	0	0	0	1580.93	1642.01	1642.01	0	0	0	1850.68	0	0	0	0	0	0	0	0	1850.68	0	0	0	0	0	0	0	0	0	0	0	1850.68	0	0	0	0	0	0	0	0	0	269.75	1580.93	0	0	1642.01	1642.01	1642.01	1642.01	1642.01	0	1372.26	1850.68	1642.01	208.67	1580.93	1642.01	0	0	1580.93	1580.93	42005	0	0
421	42101	0	0	0	21	0	6	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	75.51	75.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35	13.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.16	0	65.16	11.73	0	0	0	0	0	0	0	5.86	0	0	0	0	0	0	0	0	75.51	7.37	1.13	1.85	10.35	75.51	7.37	4.91	1.36	0	0	13.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86	5.86	0	5.05	5.05	0	11.73	11.73	65.16	11.73	0	0	0	0	0	0	59.3	674	0	12	0	65.16	1544.48	0.15	0	35	0.57	0	59.3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	75.51	75.51	0	0	0	0	75.51	0	5.86	5.86	0	5.86	0	10.35	0	0	13.64	10.35	59.3	75.51	75.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.22	59.3	75.51	0	65.16	65.16	75.51	65.16	65.16	0	59.3	0	65.16	0	59.3	0	0	0	59.3	59.3	42101	0	0
422	42201	0	0	42202	53	1	0	10	2	0	0	0	0	0	3	1	0	0	0	0	0	15	0	0	0	58	12393.88	12393.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445.13	2187.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10948.75	0	10948.75	0	578.68	6097.66	1097.58	46.34	1039.05	0	1610.91	985.39	0	0	0	0	0	0	0	0	10137.5	989.42	152.06	303.65	1445.13	10137.5	989.42	658.94	223.09	303.65	12.39	2187.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.39	985.39	0	848.53	848.53	0	0	46.34	10948.75	2505.77	1610.91	0	0	1157.35	0	1617.72	3249.22	674	0	12	0	4190.47	1103.2	0.15	0	45	0.44	0	4702.7	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	185	0	322.33	0.4	0.57	0	0	0	0.03	7725.65	-7403.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12393.88	12393.88	0	0	0	0	12393.88	0	2596.3	2596.3	0	2596.3	0	1445.13	0	0	2187.49	1445.13	8352.45	12393.88	12393.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12393.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4041.43	8352.45	12393.88	0	10948.75	10948.75	12393.88	10948.75	10948.75	0	8352.45	0	10948.75	0	8352.45	0	0	0	8352.45	8352.45	42201	0	0
