idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	bed00_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
418	41803	41802	41801	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41801	1	0
418	41804	41802	41801	0	12	1	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41801	1	0
418	41805	41802	41801	0	4	0	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41801	1	0
419	41901	0	0	0	32	0	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	0	15	0	0	0	40	2080.23	2080.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.2	372.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1795.03	0	1795.03	323.11	137.66	0	0	0	0	0	137.66	161.55	0	0	0	0	0	0	0	0	2080.23	203.03	31.2	50.97	285.2	2080.23	203.03	135.22	34.74	0	0	372.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.55	161.55	0	139.12	139.12	0	46.34	46.34	1795.03	323.11	137.66	0	0	137.66	0	137.66	1495.82	674	0	12	0	1795.03	1802.15	0.2	0	35	0.57	0	1495.82	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	821.82	-821.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080.23	2080.23	0	0	0	0	2080.23	0	299.21	299.21	0	299.21	0	285.2	0	0	372.99	285.2	1495.82	2080.23	2080.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.41	1495.82	2080.23	0	1795.03	1795.03	2080.23	1795.03	1795.03	0	1495.82	0	1795.03	0	1495.82	0	0	0	1495.82	1495.82	41901	0	0
420	42001	0	0	42002	52	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	0	15	0	0	0	50	0	0	0	5599.43	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	122.98	50.4	10.52	15.44	0	199.33	0	0	0	0	0	0	0	0	0	5400.09	0	5400.09	0	296.37	3949.37	710.89	46.34	531.95	0	750.51	319.94	0	0	0	0	0	5599.43	0	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.94	0	319.94	275.51	0	275.51	0	0	0	0	0	750.51	185.34	592.75	949.68	828.33	1577.28	674	0	12	0	1908.15	1287.25	0.12	0	65	0.31	0	1577.28	800	0	500	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	386	0	650.67	0.38	0.59	0	0	0	0.03	3613.1	-2962.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5599.43	5599.43	550	500	50	0	5599.43	550	1070.45	1070.45	0	1070.45	0	0	199.33	0	0	199.33	4879.64	5599.43	5599.43	0	500	50	0	0	0	0	0	0	0	0	550	0	0	0	0	5599.43	0	0	0	0	0	0	0	0	0	0	0	0	50	0	500	0	0	1269.79	4879.64	5599.43	0	0	5400.09	5599.43	5400.09	0	5400.09	4329.64	0	5400.09	550	4879.64	0	0	0	4329.64	4329.64	42001	0	0
420	42002	42005	0	42001	41	0	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	0	15	0	0	0	50	0	0	0	2697.97	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	122.98	50.4	10.52	15.44	0	199.33	0	0	0	0	0	0	0	0	0	2498.64	0	2498.64	0	296.37	3949.37	710.89	46.34	246.14	0	199.23	319.94	0	0	0	0	0	2697.97	0	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.94	0	319.94	275.51	0	275.51	0	0	0	0	0	199.23	0	0	0	542.51	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.97	2697.97	0	0	0	0	2697.97	0	519.18	519.18	0	519.18	0	0	199.33	0	0	199.33	1979.46	2697.97	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718.51	1979.46	2697.97	0	0	2498.64	2697.97	2498.64	0	2498.64	1979.46	0	2498.64	0	1979.46	0	0	0	1979.46	1979.46	42001	0	1
420	42003	42002	42001	0	10	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42001	1	0
420	42004	42002	42001	0	6	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42001	1	0
420	42005	0	0	0	76	0	0	10	5	0	0	0	0	0	4	1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	1642.01	0	0	0	0	1642.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642.01	0	1642.01	295.56	121.97	0	0	0	0	0	121.97	147.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.78	147.78	0	127.26	127.26	0	46.34	46.34	1642.01	295.56	121.97	0	0	121.97	0	121.97	1372.26	674	0	12	0	0	0	0	0	0	0	0	1372.26	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	698.26	-698.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.84	0	215.84	1642.01	1642.01	1857.85	269.75	269.75	0	269.75	0	0	0	0	0	0	1588.1	1642.01	1642.01	0	0	0	1857.85	0	0	0	0	0	0	0	0	1857.85	0	0	0	0	0	0	0	0	0	0	0	1857.85	0	0	0	0	0	0	0	0	0	269.75	1588.1	0	0	1642.01	1642.01	1642.01	1642.01	1642.01	0	1372.26	1857.85	1642.01	215.84	1588.1	1642.01	0	0	1588.1	1588.1	42005	0	0
421	42101	0	0	0	21	0	6	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	75.51	75.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35	13.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.16	0	65.16	11.73	0	0	0	0	0	0	0	5.86	0	0	0	0	0	0	0	0	75.51	7.37	1.13	1.85	10.35	75.51	7.37	4.91	1.26	0	0	13.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86	5.86	0	5.05	5.05	0	11.73	11.73	65.16	11.73	0	0	0	0	0	0	59.3	674	0	12	0	65.16	1802.15	0.15	0	35	0.57	0	59.3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	75.51	75.51	0	0	0	0	75.51	0	5.86	5.86	0	5.86	0	10.35	0	0	13.54	10.35	59.3	75.51	75.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.22	59.3	75.51	0	65.16	65.16	75.51	65.16	65.16	0	59.3	0	65.16	0	59.3	0	0	0	59.3	59.3	42101	0	0
422	42201	0	0	42202	53	1	0	10	2	0	0	0	0	0	3	1	0	0	0	0	0	0	15	0	0	0	58	12393.88	12393.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1554.35	2329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10839.53	0	10839.53	0	573.08	6043.05	1087.75	46.34	1027.94	0	1630.76	975.56	0	0	0	0	0	0	0	0	11107.5	1084.09	166.61	303.65	1554.35	11107.5	1084.09	721.99	206.98	303.65	12.39	2329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975.56	975.56	0	840.06	840.06	0	0	0	10839.53	2470.82	1630.76	0	0	1146.16	0	1601.02	3209.47	674	0	12	0	4154.07	1287.25	0.15	0	45	0.44	0	4643.08	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	193	0	336.33	0.4	0.57	0	0	0	0.02	7606.41	-7270.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12393.88	12393.88	25	0	25	0	12393.88	25	2606.32	2606.32	0	2606.32	0	1554.35	0	0	2329.1	1554.35	8258.21	12393.88	12393.88	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	12393.88	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	4160.67	8258.21	12393.88	0	10839.53	10839.53	12393.88	10839.53	10839.53	0	8233.21	0	10839.53	25	8258.21	0	0	0	8233.21	8233.21	42201	0	0
422	42202	0	0	42201	48	0	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	0	15	0	0	0	21	1444.64	1444.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.06	259.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1246.58	0	1246.58	0	573.08	6043.05	1087.75	46.34	118.22	0	81.44	112.19	0	0	0	0	0	0	0	0	1444.64	141	21.67	35.39	198.06	1444.64	141	93.9	24.13	0	0	259.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.19	112.19	0	96.61	96.61	0	0	46.34	1246.58	224.38	81.44	0	0	0	0	691.29	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1444.64	1444.64	0	0	0	0	1444.64	0	193.63	193.63	0	193.63	0	198.06	0	0	259.02	198.06	1052.95	1444.64	1444.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1444.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.69	1052.95	1444.64	0	1246.58	1246.58	1444.64	1246.58	1246.58	0	1052.95	0	1246.58	0	1052.95	0	0	0	1052.95	1052.95	42201	0	1
422	42203	42202	42201	0	18	0	4	10	1	0	0	0	0	0	6	5	0	0	0	0	0	0	15	0	0	0	-1	435.86	435.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.76	78.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.1	0	376.1	67.7	0	0	0	0	0	0	0	33.85	0	0	0	0	0	0	0	0	435.86	42.54	6.54	10.68	59.76	435.86	42.54	28.33	7.28	0	0	78.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.85	33.85	0	29.15	29.15	0	67.7	67.7	376.1	67.7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	342.25	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	435.86	435.86	0	0	0	0	435.86	0	33.85	33.85	0	33.85	0	59.76	0	0	78.15	59.76	342.25	435.86	435.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.6	342.25	435.86	0	376.1	376.1	435.86	376.1	376.1	0	342.25	0	376.1	0	342.25	0	0	0	342.25	342.25	42201	1	0
423	42301	0	0	42302	60	1	0	10	2	0	0	0	0	0	4	1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.67	0	0	0	0	674	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42301	0	0
